Vendor,Category,City,Phone,Email,Description,Google Maps,IG
Chems Ayour,Caterer,Agadir,06 61184510,,"CHEMS AYOUR honors the ancestral recipes of traditional Moroccan gastronomy.
CHEMS AYOUR puts its catering know-how at your service to ensure, with elegance and excellence, the success of all your breakfasts, buffets, cocktails and/or meals served at the table, organized within the framework of seminars, work meetings, inaugurations, retirements, birthdays, family parties…","BP266 N10, Ain sidi Belkacem, Inezgane-Ait Melloul, Agadir",https://www.instagram.com/chemsayour.events/
Traiteur Afrah Dar Lfakia,Caterer,Agadir,06 48660279,,,,https://www.instagram.com/traiteur.afrah.dar.lfakia/
Zakaria Bellafquih,Caterer,El Jadida,06 64 5412 42,Traiteurzakaria11@gmail.com,,,https://www.instagram.com/traiteurzakariabellafquih/?hl=en
Traiteur Zakaria,Caterer,Casablanca,06 61102624,,,maps.app.goo.gl/ivHHFncYmbiUxfqC8,https://www.instagram.com/zakaria_traiteur/?hl=en
Majid traiteur,Caterer,Rabat,06 61343947,Traiteur.mt@gmail.com,,"1 ère adresse zone villa 1075 sala al jadida /2 ème adresse Imm c magazin 10 résidence bassatine sala al jadida, Sali, Rabat-Sale, Morocco 11000",https://www.instagram.com/traiteur_mt/?hl=en
Annojoum Pro,Photographer,Rabat,06 60 313477,,,,https://www.instagram.com/annojoum_pro/?hl=en
Caftin by Alaoui,Dresses,Casablanca,06 74 19 99 09,06 74 19 99 09,,https://maps.app.goo.gl/4Pd8jZUK7SPafGJG8,https://www.instagram.com/caftin_byalaoui/?hl=en
Caftan Chic,Dresses,Casablanca,06 63 82 82 40,,,,https://www.instagram.com/caftanchic_bylamiakhairi/?hl=en
Diafat Afrah Souss,Venue,Agadir,06 63-610403,,"Afrah Souss, le premier prestataire selon vos exigences, vos envies et vos budgets","Av. Ibn Rochd Tassila, Agadir, Morocco",https://www.instagram.com/diafatafrahsoussagadir/?hl=en
Rachid Events,Decor,Agadir,06 61 34 81 00,Contact@rachidevents.com,Décorations & Design salles des fêtes,,https://www.instagram.com/rachid_events/
Youssef flowers decoration,Decor,Agadir,06 31944060,,,,https://www.instagram.com/youssef_flowers_decoration/
Orchestre Adil Belhou,Artist,Agadir,06 61531505,,,,https://www.instagram.com/orchestre_adil_belhou/
Jnane Nina,Venue,Agadir,06 61785868,,,,https://www.instagram.com/jnane_nina/?hl=en
Digital Photo Tafraout,Photographer,Agadir,06 61380170,,,https://maps.app.goo.gl/txkZPk4AvvJZ8JrE8,https://www.instagram.com/digital_photo_tafraout/?hl=en
Orchestre Jalal,Artist,Agadir,06 64412585,,,,https://www.instagram.com/orchestre_jalal/?hl=en
Sweet Moon event,Event Planner,Agadir, 06 09196838,,,,https://www.instagram.com/sweetmoonevent/?hl=en
Groupe Taj,Artist,Agadir,07 07424193,,"*Bola Bola du luxe 🎺
*Issawa 🎤
*Dakka marrakchia 🥇",,https://www.instagram.com/bola_bola_elmansoury/?hl=en
Negafa Meknassia,Negafa,Agadir,06 64891045,,Tanguif des mariées,https://maps.app.goo.gl/aXrZAbHUm6Bibh6G7,https://www.instagram.com/negafameknassiaa/?hl=en
Dar Decor Fes,Decor,Fes,06 69855332,,,https://maps.app.goo.gl/YwpVsohVy3hjPNHG9,https://www.instagram.com/dar_decor_fes/?hl=en
Yassine Makeup,Makeup,Fes,06 18231756,,,,https://www.instagram.com/makeup_and_hair_by_yassine/?hl=en
Benak Media,Photographer,Fes,06 61545031,,Notre vision en fournissant ce service est d’être votre partenaire média et de transformer vos idées en réalité,"1 AV IBN KHATIB COTE ZAZA MAGASIN 3, Fès Jdid, Fès, Morocco 30000",https://www.instagram.com/camera_benak_media/?hl=en
Traiteur Al Jawda,Caterer,Fes,,,,"Avenue Ibn Khatib , Hay azhar , Fes",https://www.instagram.com/traiteur_aljawda_anass/
Yassin fleuriste,Decor,Fes,,,"Décoration florale 🌹
Organisation d’évènements 🎊
Eclairage",,https://www.instagram.com/yassinfleuriste/?hl=en
Camera Aftati,Photographer,Fes,06 61807323,,,route ain chekaf . Entre café Blanco et café megador,https://www.instagram.com/camera_aftati/
Eclairage Fleuriste Souhaili,Decor,Fes,0670-897446,,,,https://www.instagram.com/eclairage.fleuriste.souhaili/
Decoration by Lamiae,Decor,Fes,06 43182798,,,,https://www.instagram.com/decorationbylamiae/?hl=en
Moltakalossar,Venue,Fes,06 68199758,,,,https://www.instagram.com/moltakalossar/?hl=enn
Khallad Photographe,Photographer,Fes,06 69 82 32 69,,,,https://www.instagram.com/khallad.photographe/?hl=en
Traiteur Dar Rais,Caterer,Fes,0661 25 32 50 ,,,,https://www.instagram.com/traiteur_dar_rais/?hl=en
Mostafa Meseyah,Artist,Fes,069 1635956,,"🎺طائفة الأصالة الفاسية🥇
✨Bola Bola de Luxe✨",,https://www.instagram.com/issawa_moustafa/?hl=en
Youssef Nour,Artist,Fes,,,,,https://www.instagram.com/youssefnourofficiel/?hl=en
Negafa Jamila Idrissi,Negafa,Fes,06 22 32 26 62,,,,https://www.instagram.com/negafa_jamila_idrissi/?hl=en
Hana's Events,Decor,Kenitra,,,,,https://www.instagram.com/events_hana/?hl=en
Minsouri Events,Decor,Kenitra,06 70161755,,,https://maps.app.goo.gl/2VUpGnq3TE8y6rC26,https://www.instagram.com/minsouri_events/?hl=en
Dar Kabbaj Events,Event Planner,Rabat,06 41 80 64 73,,,"Rue Sebou, 14000 Kénitra, Rabat, Morocco 14000",https://www.instagram.com/dar_kabbaj_events/?hl=en
Glad events,Decor,Kenitra,0605-637705,gladevents.k@gmail.com,,,https://www.instagram.com/gladevents_/?hl=en
Deco Flamme,Decor,Marrakech,05 24 33 51 12,,,"184, quartier Industriel Sidi Ghanem, Marrakech 40000",https://www.instagram.com/deco_flamme_maroc/?hl=en
The Studio Events,Event Planner,Marrakech,06 56 66 12 12,contact@studio-events.com,,,https://www.instagram.com/thestudioevents_/
Signature Events,Event Planner,Marrakech,07 67235604,,"Notre service de wedding planner à Marrakech est dédié à ceux qui souhaitent se délester du stress lié à l’organisation de leur mariage. Grâce à notre réseau de partenaires de confiance, nous vous garantissons une coordination impeccable et des choix de qualité pour chaque aspect de votre célébration. Nous assurons également la coordination des prestataires le jour de votre mariage. Qu’il s’agisse d’un mariage intimiste à petite communauté ou d’une grande fête, nous serons répondre à vos besoins et assurer une organisation de mariage minutieuse
",,https://www.instagram.com/la_signature_events_/?hl=en
Marrket Events,Event Planner,Marrakech,,hello@marrketevents.com,,,https://www.instagram.com/marrket.events/?hl=en
Icmail Nouri,Photographer,Marrakech,06 34 08 32 12,elbahanouripro@gmail.com,"If you want your wedding to be captured by someone who will take the time to get to know you and your relationship so that they can create beautiful, natural photographs then I am the photographer for you. I have been photographing weddings in Marrakech and morocco for 3 years, and I know what it takes to tell your story through pictures.",,https://www.instagram.com/icmail.nouri/?hl=en
NEGAFA EZZAIYM,Negafa,Agadir,06 66 82 88 45,,,"Cite el Houda, Agadir",https://www.instagram.com/negafa.ezzaiym/?hl=en
Negafa Ilham,Negafa,Agadir,06 63812818,ilhamimlal@gmail.com,,,https://www.instagram.com/negafa_ilham/?hl=en
NEGAFA HARIM SULTAN,Negafa,Agadir,06.35.60.77.95,,"Bonne planification pour un moment qui marque l’histoire
Organisateur de mariage",,https://www.instagram.com/negafa_harim_sultan/
Negafa Chamaliya,Negafa / Dresses,Agadir,0615-997524,,,,https://www.instagram.com/negafachamaliya_agadir/?hl=en
Habiba Dar Laarossa,Negafa,Agadir,06 62879677,,,,https://www.instagram.com/negafa_habiba_darlaarossa/?hl=enn
Negafa Sousia,Negafa,Agadir,06 90167334,,,,https://www.instagram.com/negafa_sousia/?hl=en
Negafa Mounia El Fassia,Negafa,Agadir,06 68105638,,,,https://www.instagram.com/negafa.mounia.el_fassia/
Negafa Amina Elbidaouia,Negafa,Agadir,06 60832452,,,,https://www.instagram.com/negafa_amina_elbidaouia/?hl=en
Negafa Divine féminine,Negafa,Agadir,,,,,https://www.instagram.com/divinefeminineofficiel/
Negafa skalli,Negafa / Dresses,Casablanca,06 06311561,,"✨Tenguif mariée نكافة الصقلي
✨Location tenues invitées & vente
✨Tyafer de luxe mariage et fiançailles",https://maps.app.goo.gl/M9uwueDUsGtrqGaF6,https://www.instagram.com/negafa_skalli/?hl=en
Negafa les dames de coeur,Negafa,Casablanca,06 62339768,,"Un service en or pour votre mariage
Le rêve de toute fille est d'être la plus belle mariée ! 👰Rdv au showroom Casablanca",,https://www.instagram.com/negafa_lesdamesdecoeur/?hl=en
Negafa Dar Guessous,Negafa,Casablanca,06 61180300,,"𝙌𝙪𝙖𝙣𝙙 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣 𝙧𝙞𝙢𝙚 𝙖𝙫𝙚𝙘 𝙚́𝙡𝙚́𝙜𝙖𝙣𝙘𝙚
𝑵𝒆𝒈𝒂𝒇𝒂 𝑫𝒂𝒓 𝑮𝒖𝒆𝒔𝒔𝒐𝒖𝒔 𝘧𝘢𝘪𝘵 𝘥𝘦 𝘷𝘰𝘵𝘳𝘦 𝘳ê𝘷𝘦 𝘶𝘯𝘦 𝘳é𝘢𝘭𝘪𝘵é",,https://www.instagram.com/negafa.dar.guessous/
Negafa Maison Alaoui,Negafa,Casablanca,06 61318437,,,https://maps.app.goo.gl/a1vUV54XLo4bTS4X6,https://www.instagram.com/negafa.maison.alaoui/?hl=en
Dar Dmana Location,Dresses,Casablanca,06 61498108,,,https://maps.app.goo.gl/xrAA9rkLrcmJanGp6,https://www.instagram.com/dar_dmana_location_/
Negafa Dar Dmana,Negafa,Casablanca,06 61498108,,,,https://www.instagram.com/negafa_dar_dmana/
Madame Bakkali,Negafa,Casablanca,06 67810414,,"Tanguif : un patrimoine, un art, un style. Nous créons le mariage de vos rêves, surpassant toutes vos attentes.",,https://www.instagram.com/negafa.madame_bakkali/?hl=en
Negafa Ange Blanc,Negafa,Casablanca,0661 459 946,,,https://maps.app.goo.gl/RGK1XU1jCMXsJNXD7,https://www.instagram.com/negafa.ange.blanc/?hl=en
Negafa Dar Sloussi,Negafa,Casablanca,06 12488403,,,,https://www.instagram.com/negafa_dar_sloussi/
Negafa Oum Imrane,Negafa,El Jadida,07 62922232,,, BD Hassan II N 152 El jadida,https://www.instagram.com/negafa_oum_imrane/?hl=en
Negafa Elfassia Zineb,Negafa,El Jadida,06 12106746,,,,https://www.instagram.com/negafa.elfassia/?hl=en
Negafa Manar,Negafa,El Jadida,06 96857044,,,,https://www.instagram.com/negafa.manar/
Negafa Elmeknassia,Negafa,Casablanca / El Jadida,0672-29-00-27,,,,https://www.instagram.com/negafa.elmeknassia/?hl=en
L'art de la mariée ,Negafa,Marrakech,06 63429711,,,,https://www.instagram.com/negafa_lart_de_la_mariee/?hl=en
Studio Majorel,Photographer,Marrakech,06 61341919 ,,,,https://www.instagram.com/studio.majorel/?hl=en
Sakouni Ismail,Artist,Marrakech,0644-940224,,,,https://www.instagram.com/sakouni_ismail/?hl=en
ELGHALI BENNA,Decor,Marrakech,06 61151247,,,,https://www.instagram.com/elghalibenna/?hl=en
Negafa Amal Elmeknassi,Negafa,Meknes,06 68160416,,,,https://www.instagram.com/negafa_amal_elmeknassi/?hl=en
Nisrine Negafa Meknessia,Negafa,Meknes,07 15149152,nisrineelmhasni@gmail.com,,,https://www.instagram.com/nisrine_negafa_meknessia/
Neggafa Touria,Negafa,Meknes,07 80508837,,,"SIDI BOUZEKRI , DERRIÈRE MUNICIPALITÉ MEKNES",https://www.instagram.com/neggafatouria.officiel1/?hl=en
Negafa Dar Almaz,Negafa,Casablanca,06 41746938,,,,https://www.instagram.com/negafa_daralmaz/?hl=en
